id,title,host_venue_info_id,host_venue_info_name,host_venue_info_publisher,host_venue_info_type,host_venue_info_url,host_venue_info_open_access,works_type,original_paper_date
https://openalex.org/W2175559495,FACTOR STRUCTURE AND PSYCHOMETRIC PROPERTIES OF THE INDEX OF TEACHING STRESS-SHORT FORM (ITS-SF).,https://openalex.org/V147670119,Psychological Reports,SAGE,publisher,https://doi.org/10.2466/08.pr0.117c24z5,FALSE,journal-article,NA
https://openalex.org/W2298793005,article retracted: BACKGROUND OF CONSTITUTION OF NEUROPEDAGOGICS IN RUSSIA,NA,Международный научно-исследовательский журнал,NA,NA,https://research-journal.org/en/pedagogy-en/predposylki-konstituirovaniya-nejropedagogiki-v-rossii/,NA,NA,NA
https://openalex.org/W2797614968,The princess of polka dots: Using art as a medium to cope with hallucinations.,https://openalex.org/V25288002,Indian Journal of Psychiatry,Medknow Publications,repository,https://doi.org/10.4103/psychiatry.indianjpsychiatry_149_18,TRUE,journal-article,NA
https://openalex.org/W2124477010,"The illusory nature of ontological status and its implications for legal, moral and social organisation",https://openalex.org/V53946526,International Journal of Law in Context,Cambridge University Press,publisher,https://doi.org/10.1017/s1744552308001031,FALSE,journal-article,NA
https://openalex.org/W2129746224,Transgenerational association: extending the notion of the person - RETRACTION,https://openalex.org/V53946526,International Journal of Law in Context,Cambridge University Press,publisher,https://doi.org/10.1017/s1744552309990024,FALSE,journal-article,NA
https://openalex.org/W2523892878,EFL students’ attitudes toward learning English language: The case study of Kashan University students,https://openalex.org/V2764918247,Cogent Education,Taylor & Francis,publisher,https://doi.org/10.1080/2331186x.2016.1236434,TRUE,journal-article,NA
https://openalex.org/W2889932798,Persian Version of VEINES-QOL/Sym Questionnaire in Iranian Patients With Deep Venous Thrombosis: Cross-Cultural Adaptation and Psychometric Properties.,https://openalex.org/V45955858,Journal of Nursing Measurement,Springer Publishing Company,publisher,https://doi.org/10.1891/1061-3749.26.2.e98,FALSE,journal-article,NA
https://openalex.org/W2793865160,The psychological results of 438 patients with persisting GERD symptoms by Symptom Checklist 90-Revised (SCL-90-R) questionnaire,https://openalex.org/V28966261,Medicine,Ovid Technologies (Wolters Kluwer)  - Lippincott Williams & Wilkins,publisher,https://doi.org/10.1097/md.0000000000009783,TRUE,journal-article,NA
https://openalex.org/W2764202207,"RETRACTED ARTICLE: The Dynamic Risk Outcome Scales (DROS) for people with mild to borderline intellectual disability: content, factorial structure, reliability, and sensitivity",https://openalex.org/V46260470,Psychology Crime & Law,Taylor & Francis,publisher,https://doi.org/10.1080/1068316x.2017.1360889,TRUE,journal-article,NA
https://openalex.org/W2784474641,Anxiety and Fragile Learning,https://openalex.org/V48625712,International Forum of Psychoanalysis,Taylor & Francis,publisher,https://doi.org/10.1080/0803706x.2017.1420917,TRUE,journal-article,NA
https://openalex.org/W2789145711,RETRACTED ARTICLE: Brand love: fiction or reality?,https://openalex.org/V43415676,Journal of Strategic Marketing,Taylor & Francis,publisher,https://doi.org/10.1080/0965254x.2018.1430056,TRUE,journal-article,NA
https://openalex.org/W2978283788,Severe Burnout Is Common Among Critical Care Physician Assistants.,https://openalex.org/V108732581,Critical Care Medicine,Ovid Technologies (Wolters Kluwer)  - Lippincott Williams & Wilkins,publisher,https://doi.org/10.1097/ccm.0000000000002689,FALSE,journal-article,NA
https://openalex.org/W2778395101,Psychometric characteristics of the Maslach Burnout Inventory (MBI-SS) in Brazilian college students,https://openalex.org/V4210229469,Psico-USF,SciELO,publisher,https://doi.org/10.1590/s1413-82712006000200005,TRUE,journal-article,NA
https://openalex.org/W1921360501,"The effect of Polygonum minus extract on cognitive and psychosocial parameters according to mood status among middle-aged women: a randomized, double-blind, placebo-controlled study",https://openalex.org/V68257898,Clinical Interventions in Aging,Dove Medical Press,repository,https://doi.org/10.2147/cia.s86411,TRUE,journal-article,NA
https://openalex.org/W3087649968,[ARTICULO RETRACTADO]: Habilidades cognitivas para la solución de problemas y actos de habla en niños: un análisis en contexto de vulnerabilidad familiar,https://openalex.org/V4210215706,Literatura y lingüística,Universidad Catolica Silva Henriquez,repository,https://doi.org/10.4067/s0716-58112017000100355,TRUE,journal-article,NA
https://openalex.org/W1996811474,"Douleurs, fin de vie et dignité de la personne",https://openalex.org/V86123603,Douleurs : Evaluation - Diagnostic - Traitement,Elsevier,publisher,https://doi.org/10.1016/s1624-5687(04)94489-7,FALSE,journal-article,NA
https://openalex.org/W1895021308,Motivational interviewing for alcohol misuse in young adults,https://openalex.org/V71429176,Cochrane Database of Systematic Reviews,"John Wiley & Sons, Ltd",publisher,https://doi.org/10.1002/14651858.cd007025.pub2,FALSE,reference-entry,NA
https://openalex.org/W1562949758,Retracted: Analysts’ Reactions to Earnings Preannouncement Strategies,https://openalex.org/V111116695,Journal of Accounting Research,Wiley,publisher,https://doi.org/10.1111/1475-679x.00045,TRUE,journal-article,NA
https://openalex.org/W2061057155,"Recognition v. Disclosure, Auditor Tolerance for Misstatement, and the Reliability of Stock-Compensation and Lease Information",https://openalex.org/V111116695,Journal of Accounting Research,Wiley,publisher,https://doi.org/10.1111/j.1475-679x.2006.00210.x,TRUE,journal-article,NA
https://openalex.org/W1542750054,Retracted: Relationship Incentives and the Optimistic/Pessimistic Pattern in Analysts' Forecasts,https://openalex.org/V111116695,Journal of Accounting Research,Wiley,publisher,https://doi.org/10.1111/j.1475-679x.2007.00265.x,FALSE,journal-article,NA
https://openalex.org/W2500707387,Notice of Violation of IEEE Publication Principles I'm Not a Transvestite: Antecedents and Consequences of Gender Swapping in Online Games,NA,hawaii international conference on system sciences,IEEE,publisher,https://doi.org/10.1109/hicss.2015.427,FALSE,proceedings-article,NA
https://openalex.org/W2052063974,Factors behind negative attitudes toward cadaveric organ donation: a comparison between medical and non-medical students in China.,https://openalex.org/V11564597,Transplantation,Ovid Technologies (Wolters Kluwer)  - Lippincott Williams & Wilkins,publisher,https://doi.org/10.1097/tp.0000000000000163,FALSE,journal-article,NA
https://openalex.org/W2063230744,Impact of an educational program on nursing students' caring and self-perception in intensive clinical training in Jordan.,https://openalex.org/V2765062736,Advances in medical education and practice,Dove Medical Press,repository,https://doi.org/10.2147/amep.s21201,TRUE,journal-article,NA
https://openalex.org/W1957670153,"Higher-risk sexual behaviour among HIV patients receiving antiretroviral treatment in Ibadan, Nigeria.",https://openalex.org/V71005283,African Journal of AIDS Research,Taylor & Francis,publisher,https://doi.org/10.2989/ajar.2008.7.1.8.436,FALSE,journal-article,NA
https://openalex.org/W1673113491,Notice of Retraction A critical analysis of outsourcers' behaviorization of moral hazards,NA,international conference on quality reliability risk maintenance and safety engineering,IEEE,publisher,https://doi.org/10.1109/qr2mse.2013.6625994,FALSE,proceedings-article,NA
https://openalex.org/W2261673220,The Emergence of Orthographic Word Representations in the Brain: Evaluating a Neural Shape-Based Framework Using fMRI and the HMAX Model,https://openalex.org/V117898428,Cerebral Cortex,Oxford University Press,publisher,https://doi.org/10.1093/cercor/bhs355,TRUE,journal-article,NA
https://openalex.org/W1968996777,Age-related differences in typical intellectual engagement between young and old adults.,https://openalex.org/V89525197,Experimental Aging Research,Taylor & Francis,publisher,https://doi.org/10.1080/0361073x.2012.637007,FALSE,journal-article,NA
https://openalex.org/W1665167729,The Development of Librarian Emotional Intelligence Assessment Tool,NA,international conference on innovation management and technology research,IEEE,publisher,https://doi.org/10.1109/icimtr.2012.6236481,FALSE,proceedings-article,NA
https://openalex.org/W2203866172,"Notice of Retraction A study of the relationship among prospective monitory, retrospective monitory and memory performance",NA,international conference on natural computation,IEEE,publisher,https://doi.org/10.1109/icnc.2012.6234523,FALSE,proceedings-article,NA
https://openalex.org/W386727226,Development of visual sustained attention from middle childhood to young adulthood,NA,international conference on natural computation,IEEE,publisher,https://doi.org/10.1109/icnc.2012.6234579,FALSE,proceedings-article,NA
https://openalex.org/W2218190325,Prediction of Executive Function to Theory of Mind in young children: Role of inhibitory control,NA,international conference on natural computation,IEEE,publisher,https://doi.org/10.1109/icnc.2012.6234733,FALSE,proceedings-article,NA
https://openalex.org/W3123892696,Retracted: It depends on how you look at it: Being versus becoming mindsets determine responses to social comparisons,https://openalex.org/V179906392,British Journal of Social Psychology,Wiley,publisher,https://doi.org/10.1348/014466609x476827,FALSE,journal-article,NA
https://openalex.org/W2153564848,Notice of Retraction Choosing to defer for coping with emotion-laden decisions,NA,international conference on natural computation,IEEE,publisher,https://doi.org/10.1109/icnc.2011.6022219,FALSE,proceedings-article,NA
https://openalex.org/W1839870647,Notice of Retraction Effects of emotion on item memory and spatial source memory,NA,international conference on natural computation,IEEE,publisher,https://doi.org/10.1109/icnc.2011.6022290,FALSE,proceedings-article,NA
https://openalex.org/W1829031250,Notice of Retraction Emotion recognition based on CSO&SVM in e-learning,NA,international conference on natural computation,IEEE,publisher,https://doi.org/10.1109/icnc.2011.6022071,FALSE,proceedings-article,NA
https://openalex.org/W1830183723,Notice of Retraction Human emotional states modeling by Hidden Markov Model,NA,international conference on natural computation,IEEE,publisher,https://doi.org/10.1109/icnc.2011.6022189,FALSE,proceedings-article,NA
https://openalex.org/W1522154289,Notice of Retraction New undergraduate college students common psychological problems and intervention strategies,NA,electronic and mechanical engineering and information technology,IEEE,publisher,https://doi.org/10.1109/emeit.2011.6022972,FALSE,proceedings-article,NA
https://openalex.org/W1627273780,Notice of Retraction The starting point in a classification task as a cognitive scaffold: The role of the key element,NA,international conference on natural computation,IEEE,publisher,https://doi.org/10.1109/icnc.2011.6022247,FALSE,proceedings-article,NA
https://openalex.org/W1842109014,Notice of Retraction Empirical research about psychodrama of the psychological healthy education in the western ordinary middle schools,NA,international conference on electronics and optoelectronics,IEEE,publisher,https://doi.org/10.1109/iceoe.2011.6013392,FALSE,proceedings-article,NA
https://openalex.org/W1862370553,"Notice of Retraction Job burnout, social support and coping style state in prison police and their correlation",NA,international conference on electronics and optoelectronics,IEEE,publisher,https://doi.org/10.1109/iceoe.2011.6013135,FALSE,proceedings-article,NA
https://openalex.org/W1651283218,Notice of Retraction Minority areas in Yunnan Province Longchuan children orphaned by AIDS experience of discrimination,NA,international conference on electronics and optoelectronics,IEEE,publisher,https://doi.org/10.1109/iceoe.2011.6013393,FALSE,proceedings-article,NA
https://openalex.org/W2140421051,Notice of Retraction Research about college students' life cognitive dimensions in dormitory,NA,international conference on electronics and optoelectronics,IEEE,publisher,https://doi.org/10.1109/iceoe.2011.6013391,FALSE,proceedings-article,NA
https://openalex.org/W1589608856,Notice of Retraction Reserch on the newly-founded undergraduate college students' psychological healthe assessment and analysis,NA,international conference on electronics and optoelectronics,IEEE,publisher,https://doi.org/10.1109/iceoe.2011.6013147,FALSE,proceedings-article,NA
https://openalex.org/W1510570826,Notice of Retraction Scientific answer about human nature,NA,international conference on electronics and optoelectronics,IEEE,publisher,https://doi.org/10.1109/iceoe.2011.6013088,FALSE,proceedings-article,NA
https://openalex.org/W2168958534,Notice of Retraction Study on the relationship between the self-concept and mental health of Mongolian and Han high school students,NA,international conference on electronics and optoelectronics,IEEE,publisher,https://doi.org/10.1109/iceoe.2011.6013397,FALSE,proceedings-article,NA
https://openalex.org/W1555413275,Notice of Retraction A comparative study on college students' Classroom Anxiety between English and Japanese,NA,international conference on artificial intelligence management science and electronic commerce,IEEE,publisher,https://doi.org/10.1109/aimsec.2011.6011456,FALSE,proceedings-article,NA
https://openalex.org/W2144312656,Notice of Retraction Employee's public service motivation in China: Comparasion between sectors,NA,international conference on artificial intelligence management science and electronic commerce,IEEE,publisher,https://doi.org/10.1109/aimsec.2011.6010891,FALSE,proceedings-article,NA
https://openalex.org/W1517289951,Notice of Retraction From psychological contract breach to violation - The moderated mediating effect of employees' attribution,NA,international conference on artificial intelligence management science and electronic commerce,IEEE,publisher,https://doi.org/10.1109/aimsec.2011.6010637,FALSE,proceedings-article,NA
https://openalex.org/W2101322010,Notice of Retraction Inquiry on positive psychology in the enterprise employee management,NA,international conference on artificial intelligence management science and electronic commerce,IEEE,publisher,https://doi.org/10.1109/aimsec.2011.6011195,FALSE,proceedings-article,NA
https://openalex.org/W1570455254,Notice of Retraction Relationship between self consistency and congruence and social avoidance and distress of junior middle school students,NA,international conference on artificial intelligence management science and electronic commerce,IEEE,publisher,https://doi.org/10.1109/aimsec.2011.6011264,FALSE,proceedings-article,NA
https://openalex.org/W2950524835,Notice of Retraction Research prospect of psycological contract breach,NA,international conference on artificial intelligence management science and electronic commerce,IEEE,publisher,https://doi.org/10.1109/aimsec.2011.6010683,FALSE,proceedings-article,NA
https://openalex.org/W1526531916,Notice of Retraction The study on psychology of Chinese luxury consumer and effective guidance,NA,international conference on artificial intelligence management science and electronic commerce,IEEE,publisher,https://doi.org/10.1109/aimsec.2011.6010179,FALSE,proceedings-article,NA
https://openalex.org/W1894065543,Notice of Retraction A Research on Assessment System of Aesthetic Psychological Quality Education and Its Training Strategy,NA,"pacific-asia conference on circuits, communications and systems",IEEE,publisher,https://doi.org/10.1109/paccs.2011.5990339,FALSE,proceedings-article,NA
https://openalex.org/W2279211245,Notice of Retraction Cognitive Procedure in Second Language Acquisition,NA,"pacific-asia conference on circuits, communications and systems",IEEE,publisher,https://doi.org/10.1109/paccs.2011.5990358,FALSE,proceedings-article,NA
https://openalex.org/W2276059108,Notice of Retraction Cognitive Psychology-Based Multimedia Courseware Making in Physical Education Teaching,NA,"pacific-asia conference on circuits, communications and systems",IEEE,publisher,https://doi.org/10.1109/paccs.2011.5990342,FALSE,proceedings-article,NA
https://openalex.org/W1878928517,Notice of Retraction How Quality of Learning Is Promoted - The Studying Progress of Germane Cognitive Load,NA,"pacific-asia conference on circuits, communications and systems",IEEE,publisher,https://doi.org/10.1109/paccs.2011.5990357,FALSE,proceedings-article,NA
https://openalex.org/W1953323076,"Notice of Retraction Inspiration from "" No-Self"" View on the Mental Health Education of College Students",NA,"pacific-asia conference on circuits, communications and systems",IEEE,publisher,https://doi.org/10.1109/paccs.2011.5990340,FALSE,proceedings-article,NA
https://openalex.org/W2293387779,Notice of Retraction The Influence of Middle School Students' Sports Attitudes and Behaviors of Nanchang on Psychological Health - the Apocalypse for the Physical Education Teaching,NA,"pacific-asia conference on circuits, communications and systems",IEEE,publisher,https://doi.org/10.1109/paccs.2011.5990347,FALSE,proceedings-article,NA
https://openalex.org/W2279018272,"Notice of Retraction The Relationship between Athletic Achievement Motivation, Coping Strategies and Pre-Competition Emotions of Athletes of Aerobics",NA,"pacific-asia conference on circuits, communications and systems",IEEE,publisher,https://doi.org/10.1109/paccs.2011.5990348,FALSE,proceedings-article,NA
https://openalex.org/W1545960093,Notice of Retraction Exploration on the structure innovation and management mode of university students' sports using the cognitive ability appraisal system,NA,international conference on product innovation management,IEEE,publisher,https://doi.org/10.1109/icpim.2011.5983699,FALSE,proceedings-article,NA
https://openalex.org/W1630668083,Notice of Retraction A study of customer behavior base on the psychological contract violation for example with tourism,NA,biomedical engineering and informatics,IEEE,publisher,https://doi.org/10.1109/icbmei.2011.5920342,FALSE,proceedings-article,NA
https://openalex.org/W2158347082,Notice of Retraction Charismatic leadership and organizational identification: The mediating role of followers' emotional intelligence,NA,biomedical engineering and informatics,IEEE,publisher,https://doi.org/10.1109/icbmei.2011.5920477,FALSE,proceedings-article,NA
https://openalex.org/W1873211046,Notice of Retraction Effects of Psychological Capital on turnover Intension: Mediating roles of psychological empowerment and job satisfaction,NA,biomedical engineering and informatics,IEEE,publisher,https://doi.org/10.1109/icbmei.2011.5917938,FALSE,proceedings-article,NA
https://openalex.org/W1823458882,Notice of Retraction Perceived life stressors and societal risk judgments of Rural Residents: Moderate effects of public satisfaction with local administrations,NA,biomedical engineering and informatics,IEEE,publisher,https://doi.org/10.1109/icbmei.2011.5918037,FALSE,proceedings-article,NA
https://openalex.org/W2024877806,Notice of Retraction An empirical study on the moderating effect of entrepreneurial cognitive biases on the relationship between organizational learning and firm performance — Data from Minnan region in Fujian Province in China,NA,international conference on e-business and e-government,IEEE,publisher,https://doi.org/10.1109/icebeg.2011.5876676,FALSE,proceedings-article,NA
https://openalex.org/W1795395937,Notice of Retraction Empirical research on employees' psychological boundary,NA,international conference on e-business and e-government,IEEE,publisher,https://doi.org/10.1109/icebeg.2011.5881508,FALSE,proceedings-article,NA
https://openalex.org/W1694141082,Notice of Retraction Internet usage and teens' psychological well-being in China,NA,international conference on e-business and e-government,IEEE,publisher,https://doi.org/10.1109/icebeg.2011.5881801,FALSE,proceedings-article,NA
https://openalex.org/W1579162951,Notice of Retraction The function of emotional intelligence in leadership,NA,international conference on e-business and e-government,IEEE,publisher,https://doi.org/10.1109/icebeg.2011.5882719,FALSE,proceedings-article,NA
https://openalex.org/W1594208521,Notice of Retraction The inhibition and elimination of job burnout to college counselors based on the “Catfish Effect”,NA,international conference on e-business and e-government,IEEE,publisher,https://doi.org/10.1109/icebeg.2011.5885338,FALSE,proceedings-article,NA
https://openalex.org/W1902791827,Notice of Retraction The research on the formation of group emotion on China basis,NA,international conference on e-business and e-government,IEEE,publisher,https://doi.org/10.1109/icebeg.2011.5882069,FALSE,proceedings-article,NA
https://openalex.org/W1568571121,Notice of Retraction The stage of enterprise PR's mind: Based on three levels of love,NA,international conference on e-business and e-government,IEEE,publisher,https://doi.org/10.1109/icebeg.2011.5887228,FALSE,proceedings-article,NA
https://openalex.org/W1915926854,Notice of Retraction The state of emotional contagion research,NA,international conference on e-business and e-government,IEEE,publisher,https://doi.org/10.1109/icebeg.2011.5886747,FALSE,proceedings-article,NA
https://openalex.org/W1618864464,Notice of Retraction Based on the Zhejiang traditional architecture to extract the elements of the tradition national color-culture psychology carries on the knowledge management and culture innovation,NA,international conference on consumer electronics,IEEE,publisher,https://doi.org/10.1109/cecnet.2011.5769474,FALSE,proceedings-article,NA
https://openalex.org/W2153740117,Notice of Retraction Factors of comprehensively evaluating the psychological health by “Physical Fitness and Health Criteria”,NA,international conference on consumer electronics,IEEE,publisher,https://doi.org/10.1109/cecnet.2011.5769504,FALSE,proceedings-article,NA
https://openalex.org/W1585611109,Notice of Retraction The investigation and thinking about the effects of Network Youth Subcultures on college students,NA,international conference on consumer electronics,IEEE,publisher,https://doi.org/10.1109/cecnet.2011.5769469,FALSE,proceedings-article,NA
https://openalex.org/W2144808663,Notice of Retraction An empirical study on features and the preventive strategies of tourism crime in China's small and medium-sized cities,NA,international conference on information science and technology,IEEE,publisher,https://doi.org/10.1109/icist.2011.5765286,FALSE,proceedings-article,NA
https://openalex.org/W1520735904,Notice of Retraction A Study of Consumer's Perception and Support Behavior of Corporate Social Responsibility,NA,ieee pes asia-pacific power and energy engineering conference,IEEE,publisher,https://doi.org/10.1109/appeec.2011.5748990,FALSE,proceedings-article,NA
https://openalex.org/W2543527125,Notice of Retraction Confirmative study of the conspicuous consumption motives of China's one-child generation and their effects,NA,international conference on information science and engineering,IEEE,publisher,https://doi.org/10.1109/icise.2010.5691450,FALSE,proceedings-article,NA
https://openalex.org/W2141055402,Notice of Retraction On the effective management of the intellectual staff members' psychological contract,NA,international conference on information science and engineering,IEEE,publisher,https://doi.org/10.1109/icise.2010.5691884,FALSE,proceedings-article,NA
https://openalex.org/W1549143487,Notice of Retraction The Comprehensive Information Emotion Theory--An Analysis on the Framework,NA,international conference on information engineering and computer science,IEEE,publisher,https://doi.org/10.1109/iciecs.2010.5678239,FALSE,proceedings-article,NA
https://openalex.org/W1587018047,Notice of Retraction Based on psychological contract perspective of easing up knowledge workers' pressure strategy,NA,international conference on intelligent computing,IEEE,publisher,https://doi.org/10.1109/icicisys.2010.5658333,FALSE,proceedings-article,NA
https://openalex.org/W1567712480,Notice of Retraction Heterogeneous beliefs and post-earnings announcements drift: Evidence form Chinese A — Shares,NA,international conference on future information technology and management engineering,IEEE,publisher,https://doi.org/10.1109/fitme.2010.5656233,FALSE,proceedings-article,NA
https://openalex.org/W1981210286,Notice of Retraction Impacts of career orientation and job satisfaction on turnover intention for key talents: An empirical study from Henan high-tech enterprises,NA,international conference on future information technology and management engineering,IEEE,publisher,https://doi.org/10.1109/fitme.2010.5656557,FALSE,proceedings-article,NA
https://openalex.org/W1493102755,Notice of Retraction Managerial overconfidence and firm expansion: Evidence from China,NA,international conference on future information technology and management engineering,IEEE,publisher,https://doi.org/10.1109/fitme.2010.5654920,FALSE,proceedings-article,NA
https://openalex.org/W1533877803,Notice of Retraction Research on the motivation mechanism for the top management of state-owned enterprises—Take JCB company as an example,NA,international conference on future information technology and management engineering,IEEE,publisher,https://doi.org/10.1109/fitme.2010.5655677,FALSE,proceedings-article,NA
https://openalex.org/W1523103876,Notice of Retraction CGF post model research based on individual behavior difference,NA,international conference on computer application and system modeling,IEEE,publisher,https://doi.org/10.1109/iccasm.2010.5619378,FALSE,proceedings-article,NA
https://openalex.org/W1543742421,"Notice of Retraction Impacts of entrepreneurial orientation, entrepreneurial motivation on business performance: Empirical study based on the internet-shops",NA,international conference on computer application and system modeling,IEEE,publisher,https://doi.org/10.1109/iccasm.2010.5622649,FALSE,proceedings-article,NA
https://openalex.org/W1514858300,Notice of Retraction Moral Hazard analysis in cooperation among industry-university- research institute,NA,international conference on computer application and system modeling,IEEE,publisher,https://doi.org/10.1109/iccasm.2010.5622187,FALSE,proceedings-article,NA
https://openalex.org/W1964723899,Notice of Retraction Analysis on social and psychological factors of network-dependent behavior among university students,NA,secure web services,IEEE,publisher,https://doi.org/10.1109/sws.2010.5607411,FALSE,proceedings-article,NA
https://openalex.org/W1509292532,Notice of Retraction Research on the attitude of normal university students to homosexuality,NA,secure web services,IEEE,publisher,https://doi.org/10.1109/sws.2010.5607426,FALSE,proceedings-article,NA
https://openalex.org/W1499465988,Notice of Retraction Consumer's cognitive response-based creative product design process,NA,international conference on natural computation,IEEE,publisher,https://doi.org/10.1109/icnc.2010.5582426,FALSE,proceedings-article,NA
https://openalex.org/W2059031187,Notice of Retraction Reduced source memory for emotional pictures,NA,international conference on natural computation,IEEE Computer Society,publisher,https://doi.org/10.1109/icnc.2010.5582411,FALSE,proceedings-article,NA
https://openalex.org/W1580572902,Notice of Retraction A research on the impact of outward bound on undergraduates' mental quality,NA,environmental science and information application technology,IEEE,publisher,https://doi.org/10.1109/esiat.2010.5568429,FALSE,proceedings-article,NA
https://openalex.org/W2300988529,Notice of Retraction A Study on the Mental Disorder and Prevalence Rate of Physiological Disease of College Students,NA,international conference on intelligent computing,IEEE,publisher,https://doi.org/10.1109/icicci.2010.131,FALSE,proceedings-article,NA
https://openalex.org/W1950184918,Notice of Retraction Effect of human intervention in cause effect relationship,NA,international conference on computer science and information technology,IEEE,publisher,https://doi.org/10.1109/iccsit.2010.5563593,FALSE,proceedings-article,NA
https://openalex.org/W1656261894,Notice of Retraction Group decision-making method based on linguistic judgement and rough set clustering,NA,international conference on computer science and information technology,IEEE,publisher,https://doi.org/10.1109/iccsit.2010.5564643,FALSE,proceedings-article,NA
https://openalex.org/W1603523729,Notice of Retraction A method for evaluating service quality considering customers' psychological behavior,NA,ieee international conference on advanced management science,IEEE,publisher,https://doi.org/10.1109/icams.2010.5552980,FALSE,proceedings-article,NA
https://openalex.org/W1941800124,Notice of Retraction Application of behavioral economics in the mutual selecting between the post graduate student and the tutor,NA,ieee international conference on advanced management science,IEEE,publisher,https://doi.org/10.1109/icams.2010.5553126,FALSE,proceedings-article,NA
https://openalex.org/W2133615735,Notice of Retraction Applying grey relational analysis to prioritizing business leaders' emotional intelligence training needs,NA,ieee international conference on advanced management science,IEEE,publisher,https://doi.org/10.1109/icams.2010.5553131,FALSE,proceedings-article,NA
https://openalex.org/W1581982937,Notice of Retraction Investigating customer needs and evaluation behavior in online shopping,NA,ieee international conference on advanced management science,IEEE,publisher,https://doi.org/10.1109/icams.2010.5553124,FALSE,proceedings-article,NA
https://openalex.org/W1840181404,Notice of Retraction Main effect and moderating effect of psychological capital in the model of employee turnover intention,NA,ieee international conference on advanced management science,IEEE,publisher,https://doi.org/10.1109/icams.2010.5553049,FALSE,proceedings-article,NA
https://openalex.org/W1863463731,Notice of Retraction Opersonnel assessment for non-profit organization: Example of psychological committee in Chinese colleges,NA,ieee international conference on advanced management science,IEEE,publisher,https://doi.org/10.1109/icams.2010.5553118,FALSE,proceedings-article,NA
